target,timeframe,horizon,feature_set_id,model_id,split_id,metric_roc_auc,metric_pr_auc,metric_log_loss,metric_brier_score,metric_balanced_accuracy,metric_accuracy,metric_mean_forward_return
BTC/USDT,1h,24h,crypto_core_v1,logistic_regression,wf_2023,0.5436618105257873,0.5710648426771137,0.6915040393997361,0.24917878657208228,0.5404342235038055,0.5349925790615367,0.002874054585371239
BTC/USDT,1h,24h,crypto_core_v1,logistic_regression,wf_2024,0.5403593353796877,0.5747058077693961,0.6912135788643097,0.24903702566171235,0.5283568830908848,0.5241347905282332,0.0025133823597573725
BTC/USDT,1h,24h,crypto_core_v1,random_forest,wf_2022,0.5190154784909027,0.4795417421947815,0.7000938828249264,0.25323560895706926,0.5197360898330741,0.5191780821917809,-0.0023088406224894597
BTC/USDT,1h,24h,crypto_core_v1,random_forest,wf_2023,0.5576855776904097,0.5814415411115516,0.6895366876557317,0.2481527049636579,0.548368046948622,0.5445827149217948,0.002874054585371239
BTC/USDT,1h,24h,crypto_core_v1,random_forest,wf_2024,0.5299841310222875,0.5542734292606932,0.6945737381192403,0.2506322284436656,0.5229897904711064,0.5212887067395264,0.0025133823597573725
BTC/USDT,1h,24h,crypto_core_v1+crypto_context_proxy_v1,hist_gradient_boosting,wf_2022,0.5368603429576202,0.495767327358401,0.7793374841014387,0.28733534611611716,0.5094716955953482,0.4853881278538813,-0.0023088406224894597
BTC/USDT,1h,24h,crypto_core_v1+crypto_context_proxy_v1,hist_gradient_boosting,wf_2023,0.5435879957201533,0.551633962743405,0.7243025947659439,0.26367376945600257,0.5337652140080262,0.5200365338508962,0.002874054585371239
BTC/USDT,1h,24h,crypto_core_v1+crypto_context_proxy_v1,hist_gradient_boosting,wf_2024,0.5557192181452689,0.5810887406115952,0.7640241343830733,0.2807328271922704,0.5248064860536501,0.5062613843351548,0.0025133823597573725
BTC/USDT,1h,24h,crypto_core_v1+crypto_context_proxy_v1,logistic_regression,wf_2022,0.5237058890483561,0.4847000226228964,0.7107085509733014,0.25810361807867543,0.5030088270964518,0.5311643835616439,-0.0023088406224894597
BTC/USDT,1h,24h,crypto_core_v1+crypto_context_proxy_v1,logistic_regression,wf_2023,0.5344927199723044,0.58676651662891,0.6990284418282924,0.2527451274798739,0.5382934895498317,0.5347642424934353,0.002874054585371239
BTC/USDT,1h,24h,crypto_core_v1+crypto_context_proxy_v1,logistic_regression,wf_2024,0.5299441979180568,0.5740082607788934,0.7071573727454985,0.2567949760749736,0.5248815561190444,0.5018214936247724,0.0025133823597573725
BTC/USDT,1h,24h,crypto_core_v1+crypto_context_proxy_v1,random_forest,wf_2022,0.515101831488413,0.4753181712564998,0.7365073664597935,0.2698508344098379,0.5092099048735463,0.48755707762557077,-0.0023088406224894597
BTC/USDT,1h,24h,crypto_core_v1+crypto_context_proxy_v1,random_forest,wf_2023,0.5548165010474747,0.5623569731791455,0.7020088064119647,0.254176081335089,0.5386674793355151,0.5241465920767211,0.002874054585371239
BTC/USDT,1h,24h,crypto_core_v1+crypto_context_proxy_v1,random_forest,wf_2024,0.5500470230548511,0.5823398992152581,0.7493594565005817,0.2748217802648473,0.5255926364606966,0.5068306010928961,0.0025133823597573725
BTC/USDT,1h,2h,crypto_core_v1,hist_gradient_boosting,wf_2022,0.5530553793485349,0.5370599914789926,0.692215199722228,0.2494464148365261,0.5424530453395013,0.5415525114155251,-0.00018920254211381577
BTC/USDT,1h,2h,crypto_core_v1,hist_gradient_boosting,wf_2023,0.5677950715551692,0.5697940752675179,0.6861257997530563,0.2465016021605741,0.5466137158206865,0.5490352779997717,0.0002347045604540087
